ordem,pid,moradia_classe,moradia_zoneamento,lote_fachada,lote_area,rua_tipo,beco_tipo,lote_formato,terreno_contorno,utilidades,lote_config,terreno_declive,vizinhanca,condicao_1,condicao_2,moradia_tipo,moradia_estilo,geral_qualidade,geral_condicao,construcao_ano,remodelacao_ano,telhado_estilo,telhado_material,exterior_cobertura_1,exterior_cobertura_2,alvenaria_tipo,alvenaria_area,exterior_qualidade,exterior_condicao,fundacao_tipo,porao_qualidade,porao_condicao,porao_exposicao,porao_acabamento_1,porao_area_com_acabamento_1,porao_acabamento_2,porao_area_com_acabamento_2,porao_area_sem_acabamento,porao_area_total,porao_num_banheiros,porao_num_banheiros_lavabos,aquecimento_tipo,aquecimento_qualidade_condicao,ar_condicionado_central,sistema_eletrico_tipo,primeiro_andar_area,segundo_andar_area,acabamento_baixa_qualidade_area,acima_solo_area,acima_solo_num_banheiros,acima_solo_num_lavabos,acima_solo_num_quartos,acima_solo_num_cozinhas,cozinha_qualidade,acima_solo_num_comodos,funcional,total_num_lareiras,lareira_qualidade,garagem_tipo,garagem_ano_construcao,garagem_acabamento,garagem_capacidade_carros,garagem_area,garagem_qualidade,garagem_condicao,entrada_veiculo_pavimentada,deck_madeira_area,varanda_aberta_area,varanda_fechada_area,varanda_3ssn_area,varanda_com_tela_area,piscina_area,piscina_qualidade,cerca_qualidade,funcionalidades_diversas,funcionalidades_valor,venda_mes,venda_ano,venda_tipo,venda_condicao,venda_valor,
36,36,527454200,desenvolvimento de unidade planejada (PUD) de 2 andares (1946 e mais novas),Residencial baixa densidade,24,2280,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Northpark Villa,normal,normal,unidade final de moradia,dois andares,acima da média,média,1978,1978,duas águas,telha padrão (composto),madeirra compensada,Brk Cmn,nenhum,0,m\u00e9dia,média,bloco de concreto,boa,média,No,alojamento médio,311,não finalizado,0,544,855,0,0,forno de ar quente a gás,regular,Y,disjuntores padrão e Romex,855,601,0,1456,2,1,3,1,média,7,funcionalidade típica,1,média,anexada à casa,1978,não terminada,2,440,média,média,Y,26,0,0,0,0,0,NA,NA,NA,0,7,2010,WD ,venda normal,146000
37,37,528108120,60,Residencial baixa densidade,102,12858,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Northridge Heights,normal,normal,família única,dois andares,excelente,média,2009,2010,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,pedra,162,excelente,média,concreto derrramado,excelente,média,No,não finalizado,0,não finalizado,0,1590,1590,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1627,707,0,2334,2,1,3,1,excelente,10,funcionalidade típica,1,boa,anexada à casa,2009,terminada,3,751,média,média,Y,144,133,0,0,0,0,NA,NA,NA,0,1,2010,casa recém-construída e vendida,casa não foi concluída na última avaliação,376162
38,38,528112020,20,Residencial baixa densidade,98,11478,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Northridge Heights,normal,normal,família única,um andar,muito boa,média,2007,2008,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,pedra,200,boa,média,concreto derrramado,excelente,média,No,alojamento bom,1218,não finalizado,0,486,1704,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1704,0,0,1704,2,0,3,1,boa,7,funcionalidade típica,1,boa,anexada à casa,2008,acabamento grosseiro,3,772,média,média,Y,0,50,0,0,0,0,NA,NA,NA,0,5,2010,WD ,venda normal,306000
39,39,528120060,20,Residencial baixa densidade,83,10159,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Northridge Heights,normal,normal,família única,um andar,excelente,média,2009,2010,quadril,telha padrão (composto),tapume de vinil,tapume de vinil,pedra,450,excelente,média,concreto derrramado,excelente,média,exposição média,alojamento bom,1646,não finalizado,0,284,1930,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1940,0,0,1940,2,1,3,1,excelente,8,funcionalidade típica,1,boa,anexada à casa,2010,terminada,3,606,média,média,Y,168,95,0,0,0,0,NA,NA,NA,0,4,2010,casa recém-construída e vendida,casa não foi concluída na última avaliação,395192
40,40,528120090,20,Residencial baixa densidade,94,12883,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Northridge Heights,normal,normal,família única,um andar,muito boa,média,2009,2010,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,pedra,256,boa,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,1544,1544,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1544,0,0,1544,2,0,3,1,boa,7,funcionalidade típica,0,NA,anexada à casa,2009,acabamento grosseiro,3,868,média,média,Y,0,35,0,0,0,0,NA,NA,NA,0,6,2010,casa recém-construída e vendida,casa não foi concluída na última avaliação,290941
41,41,528120100,20,Residencial baixa densidade,95,12182,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Northridge Heights,normal,normal,família única,um andar,boa,média,2005,2005,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,face de tijolo,226,boa,média,concreto derrramado,boa,média,exposição mínima,alojamento abaixo da média,1201,não finalizado,0,340,1541,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1541,0,0,1541,2,0,3,1,boa,7,funcionalidade típica,1,boa,anexada à casa,2005,acabamento grosseiro,2,532,média,média,Y,0,70,0,0,0,0,NA,NA,NA,0,5,2010,casa recém-construída e vendida,casa não foi concluída na última avaliação,220000
42,42,528120120,20,Residencial baixa densidade,90,11520,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Northridge Heights,"próximo a recurso positivo - parque, cinturão verde etc",normal,família única,um andar,excelente,média,2005,2005,quadril,telha padrão (composto),tapume de vinil,tapume de vinil,face de tijolo,615,boa,média,concreto derrramado,excelente,média,No,alojamento bom,110,não finalizado,0,1588,1698,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1698,0,0,1698,2,0,3,1,excelente,7,funcionalidade típica,1,boa,anexada à casa,2005,terminada,3,730,média,média,Y,192,74,0,0,0,0,NA,NA,NA,0,6,2010,WD ,venda normal,275000
43,43,528138020,20,Residencial baixa densidade,79,14122,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Northridge Heights,normal,normal,família única,um andar,muito boa,média,2005,2006,quadril,telha padrão (composto),placa de cimento,CmentBd,face de tijolo,240,boa,média,concreto derrramado,excelente,média,No,alojamento bom,28,não finalizado,0,1794,1822,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1822,0,0,1822,2,0,3,1,excelente,8,funcionalidade típica,1,boa,anexada à casa,2005,acabamento grosseiro,3,678,média,média,Y,0,119,0,0,0,0,NA,NA,NA,0,2,2010,WD ,venda normal,259000
44,44,528138060,20,Residencial baixa densidade,70,10171,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Northridge Heights,normal,normal,família única,um andar,boa,média,2004,2004,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,face de tijolo,168,boa,média,concreto derrramado,boa,média,No,alojamento bom,2,não finalizado,0,1515,1517,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1535,0,0,1535,2,0,3,1,boa,7,funcionalidade típica,0,NA,anexada à casa,2004,acabamento grosseiro,2,532,média,média,Y,0,0,0,0,0,0,NA,NA,NA,0,3,2010,WD ,venda normal,214000
45,45,528150070,20,Residencial baixa densidade,100,12919,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Northridge Heights,normal,normal,família única,um andar,excelente,média,2009,2010,quadril,telha padrão (composto),tapume de vinil,tapume de vinil,pedra,760,excelente,média,concreto derrramado,excelente,média,exposição boa,alojamento bom,2188,não finalizado,0,142,2330,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,2364,0,0,2364,2,1,2,1,excelente,11,funcionalidade típica,2,boa,anexada à casa,2009,terminada,3,820,média,média,Y,0,67,0,0,0,0,NA,NA,NA,0,3,2010,casa recém-construída e vendida,casa não foi concluída na última avaliação,611657
46,46,528175010,"desenvolvimento de unidade planejada de 1 andar (1946 e mais novas, todos os estilos)",Residencial baixa densidade,44,6371,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Northridge Heights,normal,normal,unidade interna de moradia,um andar,boa,média,2009,2010,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,pedra,128,boa,média,concreto derrramado,boa,média,exposição mínima,alojamento bom,733,não finalizado,0,625,1358,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1358,0,0,1358,2,0,2,1,boa,6,funcionalidade típica,1,boa,anexada à casa,2010,acabamento grosseiro,2,484,média,média,Y,192,35,0,0,0,0,NA,NA,NA,0,6,2010,casa recém-construída e vendida,casa não foi concluída na última avaliação,224000
47,47,528176010,20,Residencial baixa densidade,110,14300,pavimentada,NA,regular,encosta,todas as utilidades p\u00fablicas,lote interno,declive moderado,Northridge Heights,normal,normal,família única,um andar,excelente,média,2003,2004,quadril,telha padrão (composto),tapume de vinil,tapume de vinil,face de tijolo,1095,excelente,média,concreto derrramado,excelente,média,exposição boa,alojamento bom,1373,não finalizado,0,1473,2846,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,2696,0,0,2696,2,1,3,1,excelente,10,funcionalidade típica,2,boa,anexada à casa,2003,terminada,3,958,média,média,Y,220,150,0,0,0,0,NA,NA,NA,0,6,2010,WD ,venda normal,500000
48,48,528176070,60,Residencial baixa densidade,105,13650,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Northridge Heights,normal,normal,família única,dois andares,muito boa,média,2002,2002,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,face de tijolo,232,boa,média,concreto derrramado,boa,média,exposição boa,alojamento bom,578,não finalizado,0,1093,1671,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1687,563,0,2250,2,1,3,1,boa,7,funcionalidade típica,1,excelente,anexada à casa,2002,terminada,3,756,média,média,Y,238,130,0,0,0,0,NA,NA,NA,0,6,2010,WD ,venda normal,320000
49,49,528180070,"desenvolvimento de unidade planejada de 1 andar (1946 e mais novas, todos os estilos)",Residencial baixa densidade,61,7658,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Northridge Heights,normal,normal,unidade interna de moradia,um andar,excelente,média,2005,2005,quadril,telha padrão (composto),tapume de metal,tapume de metal,face de tijolo,412,excelente,média,concreto derrramado,excelente,média,No,alojamento bom,456,não finalizado,0,1296,1752,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1752,0,0,1752,2,0,2,1,excelente,6,funcionalidade típica,1,boa,anexada à casa,2005,acabamento grosseiro,2,576,média,média,Y,196,82,0,0,0,0,NA,NA,NA,0,2,2010,WD ,venda normal,319900
50,50,528181050,"desenvolvimento de unidade planejada de 1 andar (1946 e mais novas, todos os estilos)",Residencial baixa densidade,41,7132,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Northridge Heights,normal,normal,unidade interna de moradia,um andar,muito boa,média,2006,2006,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,pedra,178,boa,média,concreto derrramado,boa,média,exposição mínima,alojamento bom,24,não finalizado,0,1346,1370,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1370,0,0,1370,2,0,2,1,boa,6,funcionalidade típica,1,boa,anexada à casa,2006,acabamento grosseiro,2,484,média,média,Y,120,49,0,0,0,0,NA,NA,NA,0,4,2010,WD ,venda normal,205000
51,51,528188120,desenvolvimento de unidade planejada (PUD) de 2 andares (1946 e mais novas),Residencial baixa densidade,36,2628,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Northridge Heights,normal,normal,unidade final de moradia,dois andares,boa,média,2003,2003,duas águas,telha padrão (composto),tapume de vinil,Wd Shng,pedra,106,boa,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,764,764,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,764,862,0,1626,2,1,2,1,boa,6,funcionalidade típica,0,NA,embutida,2003,acabamento grosseiro,2,474,média,média,Y,0,27,0,0,0,0,NA,NA,NA,0,6,2010,WD ,venda normal,175500
52,52,528218150,20,Residencial baixa densidade,100,18494,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Gilbert,normal,normal,família única,um andar,acima da média,média,2005,2005,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,boa,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,1324,1324,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1324,0,0,1324,2,0,3,1,boa,6,funcionalidade típica,0,NA,anexada à casa,2005,terminada,2,430,média,média,Y,36,23,0,0,0,0,NA,NA,NA,0,1,2010,WD ,venda normal,199500
53,53,528228285,"desenvolvimento de unidade planejada de 1 andar (1946 e mais novas, todos os estilos)",Residencial baixa densidade,43,3203,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Bloomington Heights,normal,normal,unidade interna de moradia,um andar,boa,média,2006,2006,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,face de tijolo,14,boa,média,concreto derrramado,boa,média,exposição média,alojamento bom,16,não finalizado,0,1129,1145,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1145,0,0,1145,2,0,2,1,boa,6,funcionalidade típica,0,NA,anexada à casa,2006,terminada,2,437,média,média,Y,100,116,0,0,0,0,NA,NA,NA,0,1,2010,WD ,venda normal,160000
54,54,528228440,"desenvolvimento de unidade planejada de 1 andar (1946 e mais novas, todos os estilos)",Residencial baixa densidade,43,3182,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Bloomington Heights,normal,normal,unidade interna de moradia,um andar,muito boa,média,2004,2005,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,face de tijolo,16,boa,média,concreto derrramado,boa,média,No,alojamento bom,24,não finalizado,0,1232,1256,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1269,0,0,1269,2,0,2,1,boa,6,funcionalidade típica,1,média,anexada à casa,2004,terminada,2,430,média,média,Y,146,20,0,0,144,0,NA,NA,NA,0,4,2010,WD ,venda normal,192000
55,55,528231020,dividida ou multinível,Residencial baixa densidade,67,13300,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Gilbert,normal,normal,família única,nível dividido (split level),boa,média,2004,2004,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,boa,média,concreto derrramado,boa,média,No,alojamento bom,326,não finalizado,0,58,384,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,744,630,0,1374,2,1,3,1,boa,7,funcionalidade típica,1,boa,embutida,2004,terminada,2,400,média,média,Y,100,0,0,0,0,0,NA,NA,NA,0,6,2010,WD ,venda normal,184500
56,56,528240070,60,Residencial baixa densidade,NA,7851,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Gilbert,normal,normal,família única,dois andares,acima da média,média,2002,2002,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,NA,NA,boa,média,concreto derrramado,boa,média,No,alojamento bom,625,não finalizado,0,235,860,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,860,1100,0,1960,2,1,4,1,boa,8,funcionalidade típica,2,média,embutida,2002,terminada,2,440,média,média,Y,288,48,0,0,0,0,NA,NA,NA,0,5,2010,WD ,venda normal,216500
57,57,528240130,60,Residencial baixa densidade,63,8577,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Gilbert,normal,normal,família única,dois andares,boa,média,2004,2004,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,boa,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,847,847,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,847,886,0,1733,2,1,3,1,boa,7,funcionalidade típica,1,boa,embutida,2004,terminada,2,433,média,média,Y,144,48,0,0,0,0,NA,NA,NA,0,4,2010,WD ,venda normal,185088
58,58,528250100,dividida ou multinível,Residencial baixa densidade,NA,7750,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Gilbert,normal,normal,família única,nível dividido (split level),boa,média,2000,2000,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,m\u00e9dia,média,concreto derrramado,boa,média,No,alojamento bom,250,não finalizado,0,134,384,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,774,656,0,1430,2,1,3,1,média,7,funcionalidade típica,1,média,embutida,2000,terminada,2,400,média,média,Y,180,0,0,0,0,0,NA,NA,NA,0,4,2010,WD ,venda normal,180000
59,59,528292020,60,Residencial baixa densidade,NA,9505,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,rua sem saída,declive leve,Gilbert,normal,normal,família única,dois andares,boa,média,2001,2001,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,face de tijolo,180,boa,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,884,884,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,884,1151,0,2035,2,1,3,1,boa,8,funcionalidade típica,1,boa,embutida,2001,terminada,2,434,média,média,Y,144,48,0,0,0,0,NA,NA,NA,0,5,2010,WD ,venda normal,222500
60,60,528328100,60,Residencial baixa densidade,108,14774,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Northridge,normal,normal,família única,dois andares,excelente,média,1999,1999,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,face de tijolo,165,boa,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,1393,1393,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1422,1177,0,2599,2,1,4,1,boa,10,funcionalidade típica,1,média,embutida,1999,terminada,3,779,média,média,Y,668,30,0,0,0,0,NA,NA,NA,0,5,2010,WD ,venda normal,333168
